age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,Private-sector,205309,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,20,North-America,<=50K
*,Unknown,156890,Pre-higher-education,6,Previously-married,Unknown,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Private-sector,208711,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,7688,0,50,North-America,>50K
*,Private-sector,137547,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
*,Government,37672,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,45,North-America,<=50K
*,Private-sector,196643,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,20,North-America,<=50K
*,Private-sector,197484,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Government,115023,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,234824,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,72,North-America,<=50K
*,Government,361497,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,72,North-America,>50K
*,Private-sector,351871,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,>50K
*,Private-sector,123490,Pre-higher-education,7,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,35,North-America,<=50K
*,Private-sector,50349,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,34,North-America,<=50K
*,Government,290661,Higher-education,16,Previously-married,Non-manual,Not-in-family,White,Male,0,0,60,North-America,>50K
*,Private-sector,221172,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,188950,Higher-education,11,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,356882,Higher-education,16,Never-married,Non-manual,Own-child,White,Male,0,0,20,North-America,<=50K
*,Self-employed,150533,Higher-education,12,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
*,Self-employed,167149,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,25,North-America,<=50K
*,Private-sector,301835,Pre-higher-education,3,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,313729,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,130957,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,197732,Pre-higher-education,7,Never-married,Manual-or-service,Own-child,White,Female,0,0,12,North-America,<=50K
*,Private-sector,250541,Pre-higher-education,6,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,20,North-America,<=50K
*,Private-sector,218785,Higher-education,10,Married-spouse-present,Non-manual,Wife,White,Female,0,0,65,North-America,<=50K
*,Unknown,232512,Pre-higher-education,9,Previously-married,Unknown,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,194630,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Private-sector,38721,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,22,North-America,<=50K
*,Private-sector,201519,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,>50K
*,Private-sector,279337,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,0,0,55,North-America,>50K
*,Unknown,27187,Higher-education,11,Married-spouse-present,Unknown,Husband,White,Male,0,2415,12,North-America,>50K
*,Private-sector,87560,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Female,0,0,50,North-America,<=50K
*,Unknown,100820,Pre-higher-education,9,Married-spouse-present,Unknown,Husband,White,Male,0,2489,15,North-America,<=50K
*,Private-sector,208431,Higher-education,10,Previously-married,Non-manual,Not-in-family,Non-White,Female,0,0,32,North-America,<=50K
*,Private-sector,143822,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,7298,0,40,North-America,>50K
*,Private-sector,163205,Higher-education,10,Previously-married,Manual-or-service,Own-child,White,Female,0,0,30,North-America,<=50K
*,Private-sector,171924,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,14344,0,55,North-America,>50K
*,Government,137616,Higher-education,14,Never-married,Non-manual,Not-in-family,Non-White,Female,0,0,35,North-America,<=50K
*,Private-sector,156516,Higher-education,10,Married-spouse-present,Non-manual,Wife,Non-White,Female,0,2377,20,North-America,<=50K
*,Private-sector,119101,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,5178,0,40,North-America,>50K
*,Private-sector,117556,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,32,North-America,<=50K
*,Private-sector,147863,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,5013,0,40,Southeast-Asia,<=50K
*,Self-employed,24504,Pre-higher-education,9,Previously-married,Manual-or-service,Other-relative,White,Male,0,0,50,North-America,<=50K
*,Unknown,157624,Pre-higher-education,9,Previously-married,Unknown,Other-relative,White,Female,0,0,40,North-America,<=50K
*,Private-sector,181721,Pre-higher-education,6,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,60,North-America,<=50K
*,Government,55363,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,55,North-America,>50K
*,Private-sector,92865,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Government,221532,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,381153,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,300871,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,33710,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,3103,0,60,North-America,>50K
*,Private-sector,288103,Pre-higher-education,7,Previously-married,Manual-or-service,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,108907,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Private-sector,358533,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,>50K
*,Private-sector,126613,Higher-education,13,Never-married,Non-manual,Own-child,White,Female,0,0,8,North-America,<=50K
*,Private-sector,164190,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,5178,0,52,North-America,>50K
*,Private-sector,199816,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,98228,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,45,North-America,<=50K
*,Government,129060,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
*,Private-sector,22245,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,226918,Higher-education,13,Never-married,Non-manual,Not-in-family,Non-White,Male,0,0,48,North-America,<=50K
*,Private-sector,398652,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,268840,Higher-education,10,Married-spouse-present,Non-manual,Other-relative,White,Female,0,0,16,North-America,>50K
*,Private-sector,91384,Higher-education,16,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,174767,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Self-employed,126675,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,177727,Higher-education,12,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,>50K
*,Self-employed,345236,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,55,North-America,<=50K
*,Government,184428,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,102938,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,161063,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,253752,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,40,North-America,<=50K
*,Self-employed,274800,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
*,Government,65547,Higher-education,10,Never-married,Non-manual,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,107658,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Female,0,0,10,North-America,<=50K
*,Private-sector,161097,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,26,North-America,<=50K
*,Private-sector,118376,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Female,0,0,15,North-America,<=50K
*,Private-sector,131224,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,120985,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,215392,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,63685,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,50,Southeast-Asia,<=50K
*,Private-sector,131826,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,211440,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,55,North-America,>50K
*,Private-sector,31023,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,255161,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Male,0,0,25,North-America,<=50K
*,Private-sector,411950,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,275818,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Female,0,1974,40,North-America,<=50K
*,Private-sector,318082,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,35,North-America,<=50K
*,Government,287988,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Government,138342,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,3411,0,40,Central-America,<=50K
*,Government,115932,Higher-education,13,Previously-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,60358,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,140117,Pre-higher-education,6,Never-married,Non-manual,Own-child,White,Female,0,0,12,North-America,<=50K
*,Private-sector,158040,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,45,North-America,<=50K
*,Self-employed,321990,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,60,Unknown,>50K
*,Private-sector,232784,Higher-education,12,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,349368,Higher-education,10,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,<=50K
*,Government,325573,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,140176,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,24,North-America,<=50K
*,Private-sector,128478,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,>50K
*,Unknown,318264,Higher-education,10,Never-married,Unknown,Own-child,White,Male,0,0,30,North-America,<=50K
*,Private-sector,147989,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,Unknown,<=50K
*,Government,155659,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Government,288433,Higher-education,14,Never-married,Non-manual,Not-in-family,Non-White,Female,0,0,40,North-America,<=50K
*,Government,329205,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Private-sector,171373,Pre-higher-education,7,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,228860,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,35,North-America,<=50K
*,Private-sector,196116,Higher-education,15,Previously-married,Non-manual,Own-child,White,Female,2174,0,72,North-America,<=50K
*,Private-sector,47771,Pre-higher-education,7,Never-married,Non-manual,Own-child,White,Female,0,0,20,North-America,<=50K
*,Private-sector,201680,Pre-higher-education,9,Never-married,Non-manual,Unmarried,White,Male,0,0,60,North-America,<=50K
*,Private-sector,337378,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,246449,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,3325,0,50,North-America,<=50K
*,Private-sector,227714,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,177285,Higher-education,11,Never-married,Non-manual,Unmarried,Non-White,Female,0,0,38,North-America,<=50K
*,Private-sector,30219,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,1669,40,North-America,<=50K
*,Private-sector,280167,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Self-employed,27408,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,173682,Higher-education,14,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,278557,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
*,Private-sector,113688,Higher-education,11,Previously-married,Non-manual,Not-in-family,White,Female,0,0,50,North-America,<=50K
*,Self-employed,252986,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,33669,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,100776,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,50,North-America,<=50K
*,Self-employed,177457,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,43354,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Self-employed,263568,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,302097,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,3464,0,48,North-America,<=50K
*,Private-sector,248010,Higher-education,13,Married-spouse-absent,Manual-or-service,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Unknown,87369,Pre-higher-education,5,Previously-married,Unknown,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,405577,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Government,167065,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,102476,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,526528,Higher-education,10,Never-married,Non-manual,Unmarried,Non-White,Female,3887,0,40,North-America,<=50K
*,Private-sector,175878,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,35,North-America,<=50K
*,Private-sector,213894,Pre-higher-education,7,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
*,Private-sector,150262,Pre-higher-education,7,Never-married,Non-manual,Own-child,White,Female,0,0,20,North-America,<=50K
*,Private-sector,75363,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,272671,Higher-education,13,Previously-married,Non-manual,Own-child,White,Male,0,0,50,North-America,<=50K
*,Self-employed,411007,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,15831,0,40,North-America,>50K
*,Private-sector,222434,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,180246,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,7688,0,40,North-America,>50K
*,Private-sector,171236,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,367037,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,304651,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,97017,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,146879,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,2001,40,North-America,<=50K
*,Self-employed,84735,Higher-education,14,Married-spouse-present,Non-manual,Wife,White,Female,0,0,20,North-America,>50K
*,Private-sector,184428,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,326886,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,177487,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,286750,Higher-education,13,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,1902,40,North-America,>50K
*,Private-sector,171424,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,194981,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,36,North-America,<=50K
*,Private-sector,199362,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
*,Private-sector,204226,Higher-education,14,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Government,72506,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,Non-White,Female,0,0,40,North-America,<=50K
*,Self-employed,61040,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,7688,0,36,North-America,>50K
*,Government,194630,Higher-education,14,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,391867,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,94080,Higher-education,12,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,289405,Pre-higher-education,7,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,12,North-America,<=50K
*,Private-sector,170130,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,158118,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Female,0,1719,40,North-America,<=50K
*,Private-sector,447739,Higher-education,16,Never-married,Non-manual,Not-in-family,White,Male,0,0,60,North-America,<=50K
*,Unknown,39824,Pre-higher-education,9,Previously-married,Unknown,Not-in-family,White,Male,401,0,4,North-America,<=50K
*,Unknown,312500,Pre-higher-education,3,Previously-married,Unknown,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,223342,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,1504,35,North-America,<=50K
*,Private-sector,106377,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,66118,Higher-education,13,Previously-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,274883,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,123773,Higher-education,12,Never-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
*,Government,70655,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,44,North-America,<=50K
*,Private-sector,177426,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,20,North-America,<=50K
*,Private-sector,200374,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,1902,40,North-America,>50K
*,Government,159269,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,15,North-America,<=50K
*,Private-sector,235894,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,38,North-America,<=50K
*,Government,97723,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,167309,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Self-employed,98106,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Government,22201,Higher-education,13,Married-spouse-present,Non-manual,Husband,Non-White,Male,7298,0,40,Southeast-Asia,>50K
*,Private-sector,108993,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,265954,Higher-education,13,Never-married,Manual-or-service,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
*,Self-employed,100960,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,170092,Higher-education,10,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,50,North-America,<=50K
*,Private-sector,326156,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,216932,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,36956,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,20051,0,50,North-America,>50K
*,Private-sector,214014,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,40,North-America,<=50K
*,Self-employed,161662,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,7688,0,60,North-America,>50K
*,Private-sector,367200,Pre-higher-education,9,Previously-married,Manual-or-service,Other-relative,White,Male,0,0,40,North-America,<=50K
*,Private-sector,86648,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,1977,45,North-America,>50K
*,Government,168539,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,140741,Pre-higher-education,7,Never-married,Manual-or-service,Other-relative,White,Female,0,0,40,North-America,<=50K
*,Private-sector,197651,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,43,North-America,<=50K
*,Private-sector,123053,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,50,East-Asia,>50K
*,Private-sector,330571,Higher-education,13,Never-married,Non-manual,Own-child,White,Female,0,0,25,North-America,<=50K
*,Private-sector,204235,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,346766,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Unknown,257250,Pre-higher-education,9,Never-married,Unknown,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,163396,Higher-education,10,Never-married,Non-manual,Not-in-family,Non-White,Female,0,0,40,North-America,<=50K
*,Unknown,135839,Pre-higher-education,9,Previously-married,Unknown,Not-in-family,White,Female,1086,0,20,North-America,<=50K
*,Private-sector,36251,Pre-higher-education,6,Never-married,Manual-or-service,Own-child,White,Female,0,0,15,North-America,<=50K
*,Unknown,222395,Pre-higher-education,9,Married-spouse-present,Unknown,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,29152,Pre-higher-education,8,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,40,North-America,<=50K
*,Private-sector,79303,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,272338,Higher-education,11,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Government,200497,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,148392,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Male,0,0,30,North-America,<=50K
*,Private-sector,164243,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1579,40,North-America,<=50K
*,Government,129298,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Government,174981,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,47,North-America,>50K
*,Government,328610,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,77774,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Female,0,0,34,North-America,<=50K
*,Government,134069,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,7298,0,60,North-America,>50K
*,Private-sector,209214,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,4386,0,35,North-America,>50K
*,Private-sector,168827,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,2,North-America,<=50K
*,Private-sector,373432,Pre-higher-education,5,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,43,North-America,<=50K
*,Private-sector,57600,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,302847,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,35,North-America,<=50K
*,Private-sector,227594,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Female,0,0,30,North-America,<=50K
*,Unknown,133963,Pre-higher-education,9,Previously-married,Unknown,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,279615,Higher-education,13,Previously-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,276133,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Private-sector,136314,Higher-education,10,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,<=50K
*,Private-sector,204410,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1485,44,North-America,>50K
*,Self-employed,223215,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,1977,50,North-America,>50K
*,Private-sector,184625,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,>50K
*,Self-employed,265917,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,158647,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,22055,Higher-education,10,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,60,North-America,<=50K
*,Government,176716,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,270721,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,32,North-America,<=50K
*,Private-sector,100321,Higher-education,10,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,48,North-America,<=50K
*,Private-sector,79050,Pre-higher-education,9,Never-married,Manual-or-service,Unmarried,Non-White,Male,0,0,72,North-America,<=50K
*,Government,42703,Higher-education,10,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,>50K
