record_id,age,sex,native-country,relationship,is_member
17757,48,Female,United-States,Not-in-family,1
19801,37,Female,United-States,Unmarried,1
18421,19,Female,United-States,Own-child,0
25535,25,Male,United-States,Not-in-family,0
31704,45,Male,United-States,Husband,0
733,25,Female,United-States,Own-child,0
11978,42,Female,United-States,Not-in-family,1
19636,51,Male,United-States,Husband,0
24133,35,Female,United-States,Own-child,0
3315,68,Female,United-States,Not-in-family,0
31984,41,Female,Mexico,Not-in-family,0
31307,27,Male,United-States,Husband,1
20765,55,Male,United-States,Husband,0
1092,31,Male,China,Not-in-family,0
28908,46,Male,United-States,Unmarried,0
26078,19,Female,United-States,Own-child,1
24302,66,Male,United-States,Husband,0
22479,17,Female,United-States,Own-child,0
15778,27,Female,United-States,Unmarried,0
22801,26,Female,United-States,Unmarried,0
13024,43,Female,United-States,Wife,1
30361,36,Male,Mexico,Husband,0
14466,24,Male,United-States,Own-child,1
15575,40,Male,United-States,Husband,0
19905,41,Female,United-States,Not-in-family,0
16485,38,Male,United-States,Husband,0
30808,29,Female,United-States,Unmarried,0
13044,45,Female,United-States,Not-in-family,0
20268,52,Male,United-States,Husband,0
19044,23,Female,United-States,Own-child,1
1247,49,Male,United-States,Not-in-family,0
8237,47,Male,Japan,Husband,0
16853,35,Female,United-States,Not-in-family,0
27433,29,Male,United-States,Not-in-family,1
6824,27,Male,United-States,Husband,0
20636,23,Male,Ireland,Not-in-family,0
3619,31,Male,United-States,Husband,0
8517,29,Male,United-States,Not-in-family,0
22697,53,Male,United-States,Husband,0
17302,60,Male,United-States,Husband,1
20826,81,Male,United-States,Not-in-family,0
5875,41,Male,United-States,Husband,1
24245,32,Female,United-States,Wife,0
15614,49,Male,United-States,Own-child,0
25030,43,Male,United-States,Husband,0
19767,18,Male,United-States,Own-child,0
20561,43,Male,China,Husband,1
28269,33,Male,United-States,Not-in-family,1
977,40,Male,United-States,Husband,1
14526,48,Male,United-States,Husband,1
23143,26,Male,Mexico,Not-in-family,0
19039,44,Male,United-States,Husband,0
8644,42,Female,United-States,Unmarried,1
22276,39,Male,United-States,Not-in-family,1
22040,23,Male,United-States,Not-in-family,1
31139,27,Male,United-States,Husband,1
27325,33,Female,United-States,Not-in-family,0
4780,49,Male,United-States,Husband,1
13061,40,Male,Mexico,Husband,0
11416,38,Male,United-States,Not-in-family,1
24065,36,Male,United-States,Husband,1
27780,38,Male,United-States,Husband,0
21247,30,Male,United-States,Husband,1
20505,49,Male,United-States,Husband,1
13507,34,Male,United-States,Own-child,1
14758,32,Male,United-States,Not-in-family,1
12105,32,Female,United-States,Other-relative,0
26639,35,Male,United-States,Husband,0
20391,36,Male,United-States,Husband,1
9494,63,Male,United-States,Husband,1
24143,40,Male,United-States,Not-in-family,0
1952,30,Male,United-States,Not-in-family,1
12310,22,Male,United-States,Own-child,0
15481,41,Female,United-States,Wife,0
28169,30,Male,United-States,Not-in-family,0
20677,24,Female,United-States,Not-in-family,1
12848,29,Female,Japan,Not-in-family,0
22255,25,Female,United-States,Not-in-family,0
16153,39,Male,United-States,Not-in-family,0
17229,41,Male,United-States,Not-in-family,1
11819,46,Female,United-States,Wife,1
31264,28,Male,United-States,Not-in-family,0
13963,66,Male,United-States,Husband,0
25302,53,Male,United-States,Husband,0
32474,36,Male,United-States,Husband,1
24763,67,Female,United-States,Not-in-family,1
30841,37,Male,Cuba,Husband,0
2532,18,Male,United-States,Own-child,0
4393,19,Male,United-States,Own-child,0
8560,32,Male,United-States,Own-child,1
31717,37,Male,United-States,Not-in-family,1
14471,38,Male,United-States,Husband,1
22901,31,Male,United-States,Husband,0
25283,56,Male,United-States,Husband,1
13902,22,Male,United-States,Husband,0
5050,52,Male,United-States,Husband,1
1222,53,Male,United-States,Husband,1
29177,66,Male,United-States,Husband,0
4771,34,Male,United-States,Husband,0
11868,49,Male,United-States,Husband,0
6728,32,Male,United-States,Husband,1
26084,59,Male,United-States,Unmarried,0
31431,59,Male,United-States,Husband,1
5738,23,Male,United-States,Husband,1
9416,42,Male,United-States,Husband,1
19896,42,Female,United-States,Wife,1
30297,29,Female,United-States,Wife,1
3427,54,Male,United-States,Husband,1
1122,34,Male,United-States,Husband,0
22908,30,Female,United-States,Unmarried,1
2988,29,Male,United-States,Own-child,1
13370,38,Female,United-States,Wife,1
14654,33,Male,United-States,Own-child,0
16834,26,Female,United-States,Not-in-family,0
15004,36,Male,United-States,Not-in-family,0
20956,36,Male,United-States,Husband,1
27231,23,Male,United-States,Own-child,1
6308,35,Male,United-States,Not-in-family,0
2103,43,Male,United-States,Husband,1
20011,35,Male,Dominican-Republic,Husband,1
18429,24,Male,United-States,Not-in-family,1
30564,40,Male,United-States,Husband,1
25940,24,Male,United-States,Husband,1
13402,27,Female,United-States,Not-in-family,1
7039,21,Male,United-States,Not-in-family,1
7589,46,Female,United-States,Not-in-family,1
12036,42,Female,United-States,Wife,0
25972,26,Female,United-States,Wife,1
23274,41,Male,United-States,Husband,0
29498,21,Female,United-States,Unmarried,1
16771,33,Male,Cuba,Not-in-family,0
25268,22,Male,United-States,Own-child,1
7203,40,Male,United-States,Husband,1
25962,19,Male,United-States,Own-child,1
4819,56,Female,United-States,Unmarried,0
27687,54,Male,Jamaica,Husband,1
15238,73,Male,United-States,Husband,0
19091,19,Female,United-States,Own-child,1
19953,29,Male,United-States,Husband,1
15824,49,Female,United-States,Other-relative,0
28857,48,Male,United-States,Unmarried,0
18920,45,Female,United-States,Not-in-family,0
32418,26,Female,United-States,Not-in-family,1
4196,76,Male,United-States,Husband,1
8914,35,Male,United-States,Husband,1
29293,46,Male,United-States,Not-in-family,0
22562,45,Female,United-States,Wife,0
18842,34,Male,United-States,Own-child,0
1912,52,Male,United-States,Husband,0
18273,23,Male,United-States,Not-in-family,0
16362,59,Female,United-States,Other-relative,0
20624,35,Male,United-States,Husband,1
14829,46,Female,United-States,Unmarried,1
23754,33,Male,United-States,Husband,0
6492,50,Male,United-States,Husband,1
5026,59,Male,United-States,Husband,0
26048,30,Female,United-States,Own-child,1
9507,24,Male,United-States,Not-in-family,0
26886,48,Male,United-States,Husband,0
16790,51,Male,United-States,Husband,0
6000,79,Male,United-States,Husband,0
13224,46,Female,United-States,Unmarried,1
4584,54,Male,United-States,Husband,0
24683,45,Male,United-States,Husband,0
24755,26,Male,Mexico,Not-in-family,0
3820,24,Male,United-States,Unmarried,0
24955,28,Male,United-States,Own-child,0
22283,59,Male,United-States,Unmarried,1
18063,17,Male,United-States,Own-child,0
6650,28,Female,United-States,Own-child,1
11070,29,Female,United-States,Wife,0
4280,30,Male,Mexico,Husband,0
25439,32,Male,United-States,Husband,1
2628,32,Male,United-States,Other-relative,1
19278,27,Male,Guatemala,Other-relative,0
20023,43,Female,United-States,Not-in-family,1
10596,49,Female,United-States,Other-relative,1
30169,50,Male,United-States,Husband,0
11277,28,Female,United-States,Own-child,1
6271,20,Female,United-States,Unmarried,0
26949,26,Male,United-States,Husband,0
10225,30,Male,United-States,Husband,1
15727,38,Male,United-States,Husband,1
25998,43,Male,United-States,Not-in-family,1
16144,28,Male,United-States,Not-in-family,1
29953,17,Female,United-States,Own-child,0
27095,17,Female,United-States,Own-child,0
9904,64,Male,United-States,Husband,0
19271,31,Male,United-States,Not-in-family,1
25865,37,Male,United-States,Not-in-family,1
23350,34,Female,United-States,Not-in-family,1
19495,81,Female,United-States,Wife,0
11306,48,Male,United-States,Husband,1
19919,58,Male,United-States,Husband,1
23444,24,Male,United-States,Not-in-family,0
16512,23,Male,United-States,Husband,1
27352,26,Female,United-States,Wife,0
433,30,Female,United-States,Wife,1
28553,25,Male,United-States,Husband,0
18796,68,Male,United-States,Husband,1
19913,35,Female,United-States,Unmarried,1
18954,50,Male,United-States,Husband,0
928,22,Female,United-States,Not-in-family,0
16045,28,Male,United-States,Not-in-family,0
18944,44,Female,United-States,Unmarried,1
15305,54,Female,United-States,Unmarried,1
28320,36,Male,United-States,Husband,0
12325,45,Male,United-States,Husband,0
6885,33,Male,United-States,Not-in-family,0
7139,33,Male,United-States,Husband,1
2740,38,Male,United-States,Husband,1
26248,65,Male,United-States,Not-in-family,1
22316,50,Male,United-States,Husband,0
14671,37,Male,United-States,Husband,1
5275,45,Male,United-States,Husband,1
16211,23,Male,United-States,Not-in-family,1
2976,34,Male,United-States,Not-in-family,1
23067,34,Male,United-States,Not-in-family,1
32176,41,Male,United-States,Husband,1
29260,28,Male,United-States,Husband,1
26273,29,Male,United-States,Husband,1
20060,25,Female,United-States,Own-child,0
1881,42,Male,United-States,Husband,1
25284,47,Male,United-States,Husband,1
20686,42,Male,United-States,Not-in-family,0
27814,28,Male,United-States,Not-in-family,1
20959,43,Female,United-States,Unmarried,0
19398,34,Female,United-States,Not-in-family,1
2507,59,Male,United-States,Husband,0
7442,24,Male,United-States,Not-in-family,0
8696,33,Male,United-States,Husband,0
31187,23,Male,United-States,Own-child,0
31086,53,Male,United-States,Husband,1
18067,27,Female,United-States,Own-child,1
19664,52,Male,United-States,Husband,0
19334,35,Male,United-States,Husband,1
10017,41,Male,United-States,Husband,1
23209,49,Male,United-States,Husband,0
32427,41,Female,United-States,Unmarried,1
7466,23,Female,United-States,Unmarried,1
2642,27,Female,United-States,Own-child,1
27860,28,Male,United-States,Husband,1
26250,36,Male,United-States,Husband,0
19155,32,Male,Mexico,Husband,0
5345,30,Male,United-States,Husband,0
4402,24,Female,United-States,Own-child,1
10238,20,Male,United-States,Own-child,1
20353,41,Male,United-States,Husband,0
23897,50,Male,United-States,Husband,1
8137,20,Male,United-States,Own-child,0
19458,52,Male,United-States,Husband,0
27215,23,Female,United-States,Not-in-family,1
29613,32,Female,United-States,Unmarried,0
30137,26,Female,United-States,Not-in-family,0
27825,44,Male,United-States,Husband,0
19492,76,Male,United-States,Husband,1
203,42,Female,United-States,Not-in-family,1
2798,35,Male,United-States,Unmarried,0
24850,48,Male,United-States,Husband,0
9971,17,Male,United-States,Not-in-family,1
19240,69,Male,United-States,Husband,1
4679,21,Female,United-States,Other-relative,0
3643,31,Male,United-States,Husband,0
21237,37,Female,United-States,Not-in-family,0
22822,20,Male,United-States,Own-child,0
23643,47,Female,United-States,Unmarried,0
9130,40,Male,United-States,Husband,1
9544,48,Male,United-States,Not-in-family,1
17628,52,Male,Dominican-Republic,Husband,0
18012,42,Male,United-States,Husband,1
30886,37,Male,United-States,Husband,0
3580,63,Male,United-States,Husband,0
13155,17,Female,United-States,Own-child,0
10739,33,Male,United-States,Own-child,0
8729,56,Male,United-States,Husband,1
6133,46,Male,United-States,Not-in-family,1
10981,24,Female,United-States,Wife,0
20385,29,Male,United-States,Not-in-family,1
14117,41,Male,United-States,Husband,1
21089,24,Male,United-States,Husband,0
32502,35,Male,United-States,Husband,0
9301,19,Male,United-States,Own-child,1
16492,58,Male,United-States,Husband,0
32082,49,Male,United-States,Husband,1
25096,21,Female,United-States,Own-child,0
14050,25,Male,United-States,Not-in-family,1
2622,42,Male,United-States,Husband,0
25358,32,Male,United-States,Husband,0
29851,41,Male,United-States,Husband,1
30188,51,Male,United-States,Husband,0
27870,19,Male,United-States,Own-child,1
28307,70,Male,United-States,Not-in-family,0
11359,41,Male,United-States,Husband,1
12281,55,Female,United-States,Not-in-family,0
22152,30,Male,United-States,Husband,0
11570,17,Female,United-States,Own-child,1
17926,35,Male,United-States,Unmarried,1
20246,55,Male,United-States,Husband,1
28577,43,Male,United-States,Husband,1
13722,45,Male,United-States,Husband,0
30581,37,Female,United-States,Unmarried,0
27841,38,Female,United-States,Wife,1
20572,35,Male,United-States,Husband,0
4659,38,Male,United-States,Husband,0
8944,19,Male,United-States,Husband,1
8917,47,Male,United-States,Husband,1
14978,28,Female,United-States,Not-in-family,1
27480,50,Male,Cambodia,Husband,1
458,23,Male,United-States,Husband,1
13186,32,Female,United-States,Wife,1
9242,41,Male,United-States,Husband,0
26926,33,Male,United-States,Husband,1
7102,18,Female,United-States,Own-child,1
32141,34,Female,Germany,Unmarried,1
18115,28,Male,United-States,Not-in-family,0
24014,30,Male,United-States,Husband,0
1354,58,Male,United-States,Not-in-family,1
5927,22,Male,United-States,Own-child,0
25555,43,Male,United-States,Unmarried,1
21885,40,Female,United-States,Wife,1
20210,43,Male,United-States,Husband,0
32513,46,Female,United-States,Wife,0
1679,32,Male,United-States,Husband,1
28005,54,Female,United-States,Not-in-family,0
11325,50,Male,United-States,Husband,0
10784,28,Female,United-States,Unmarried,0
21085,27,Male,United-States,Own-child,1
18303,60,Male,United-States,Husband,1
16521,44,Male,United-States,Husband,1
20568,73,Male,United-States,Husband,1
13123,43,Male,United-States,Husband,1
8353,26,Male,United-States,Not-in-family,1
27062,76,Male,United-States,Not-in-family,1
12131,29,Female,United-States,Unmarried,0
11008,66,Female,United-States,Unmarried,1
24261,38,Male,United-States,Husband,0
6529,22,Female,United-States,Not-in-family,0
4513,21,Male,United-States,Own-child,0
5014,56,Male,United-States,Not-in-family,1
7786,49,Male,United-States,Husband,1
9568,73,Female,United-States,Not-in-family,1
28639,36,Male,United-States,Own-child,0
13471,22,Female,United-States,Not-in-family,1
25852,36,Male,United-States,Husband,1
4891,21,Female,United-States,Not-in-family,1
15031,49,Female,United-States,Not-in-family,1
11092,40,Male,United-States,Husband,1
311,34,Male,Taiwan,Husband,1
18713,30,Male,United-States,Not-in-family,0
15281,29,Male,United-States,Own-child,1
22832,35,Female,United-States,Own-child,1
10642,18,Female,United-States,Own-child,1
28828,33,Female,Trinadad&Tobago,Unmarried,0
499,72,Male,United-States,Husband,0
31237,18,Female,United-States,Own-child,0
17935,23,Female,United-States,Not-in-family,0
3378,38,Male,United-States,Husband,0
29911,50,Female,United-States,Wife,1
29256,50,Male,United-States,Husband,0
10849,45,Male,United-States,Husband,1
16735,17,Female,United-States,Own-child,0
14443,34,Male,United-States,Husband,1
30589,35,Male,United-States,Husband,0
20088,48,Male,United-States,Husband,1
10040,18,Male,United-States,Own-child,1
9192,36,Male,United-States,Husband,0
21224,58,Male,United-States,Husband,1
26354,43,Female,United-States,Unmarried,1
19306,49,Male,United-States,Not-in-family,0
10697,18,Male,United-States,Own-child,1
21634,38,Male,Scotland,Husband,0
5954,29,Female,United-States,Not-in-family,0
15192,30,Female,United-States,Wife,0
24268,29,Male,United-States,Not-in-family,1
23330,21,Male,United-States,Other-relative,0
25959,56,Male,United-States,Not-in-family,1
28368,73,Male,United-States,Husband,0
31703,30,Male,United-States,Husband,1
26227,26,Male,United-States,Husband,0
8865,47,Female,United-States,Wife,0
5135,42,Male,United-States,Unmarried,0
13244,33,Male,Japan,Not-in-family,0
10495,29,Male,United-States,Husband,1
8049,39,Female,Poland,Not-in-family,0
17476,62,Male,United-States,Husband,0
8448,49,Male,United-States,Husband,1
13925,33,Male,United-States,Own-child,0
23639,56,Female,United-States,Wife,1
12154,37,Female,United-States,Unmarried,0
19537,32,Male,United-States,Not-in-family,0
26546,62,Female,United-States,Unmarried,0
30075,35,Male,United-States,Husband,0
12890,38,Male,United-States,Unmarried,1
23838,32,Male,United-States,Unmarried,1
28657,46,Male,United-States,Own-child,1
217,38,Male,Poland,Husband,0
3304,37,Female,United-States,Unmarried,1
655,29,Female,Philippines,Unmarried,0
6194,17,Female,United-States,Own-child,1
30261,20,Male,United-States,Own-child,1
31754,26,Female,United-States,Not-in-family,1
1837,70,Male,United-States,Husband,0
6416,74,Female,United-States,Not-in-family,1
10725,48,Male,United-States,Husband,1
28721,80,Male,United-States,Husband,1
5478,51,Male,United-States,Husband,0
6081,30,Male,United-States,Not-in-family,1
2818,41,Female,United-States,Not-in-family,1
22067,48,Female,United-States,Not-in-family,0
8023,42,Male,United-States,Husband,0
16054,42,Male,United-States,Not-in-family,0
29024,29,Female,United-States,Other-relative,0
2769,22,Male,United-States,Own-child,1
20475,19,Female,United-States,Own-child,1
25807,27,Male,United-States,Unmarried,0
29049,34,Male,United-States,Husband,1
11052,39,Female,United-States,Not-in-family,0
10231,51,Male,United-States,Husband,0
23674,21,Male,United-States,Own-child,1
32277,90,Female,United-States,Unmarried,1
32259,63,Female,United-States,Not-in-family,1
31695,32,Male,United-States,Not-in-family,0
29513,35,Male,United-States,Husband,0
22241,27,Female,?,Not-in-family,0
16914,30,Male,United-States,Husband,1
8751,27,Male,United-States,Husband,1
9264,17,Male,United-States,Own-child,1
18459,44,Male,?,Husband,0
21244,52,Female,United-States,Wife,0
12776,39,Female,United-States,Not-in-family,1
20111,32,Male,United-States,Husband,1
4899,44,Male,United-States,Not-in-family,1
9003,38,Female,United-States,Unmarried,0
9448,40,Female,United-States,Unmarried,1
6778,51,Female,United-States,Unmarried,0
23913,44,Male,United-States,Husband,0
10830,47,Female,United-States,Unmarried,0
21115,22,Male,United-States,Own-child,0
2281,18,Male,United-States,Own-child,1
5742,42,Female,United-States,Unmarried,1
30219,72,Male,United-States,Husband,0
32221,37,Male,United-States,Husband,1
11553,30,Female,United-States,Wife,1
1866,23,Male,United-States,Not-in-family,0
19722,38,Male,United-States,Husband,1
27382,19,Female,United-States,Own-child,1
13899,43,Female,Canada,Wife,0
13986,40,Male,United-States,Not-in-family,1
20218,26,Male,United-States,Own-child,0
24191,56,Male,United-States,Husband,1
14566,39,Female,United-States,Not-in-family,1
11493,37,Male,United-States,Husband,1
24591,40,Female,United-States,Not-in-family,0
19929,23,Male,United-States,Not-in-family,0
21798,50,Female,Philippines,Wife,0
31573,48,Male,United-States,Husband,1
20494,37,Male,Cambodia,Husband,0
9739,36,Male,?,Husband,0
20074,46,Male,United-States,Husband,1
28205,29,Male,United-States,Husband,1
11300,31,Male,?,Not-in-family,0
22540,43,Male,?,Husband,1
1223,55,Female,United-States,Own-child,1
22623,60,Male,United-States,Husband,1
4256,20,Female,United-States,Other-relative,1
23842,38,Female,United-States,Unmarried,0
18016,37,Male,United-States,Husband,1
9133,20,Female,United-States,Own-child,1
9097,33,Female,Germany,Not-in-family,1
23440,22,Male,?,Not-in-family,0
6615,39,Female,United-States,Not-in-family,1
31039,17,Female,United-States,Own-child,1
16598,18,Male,United-States,Other-relative,1
1337,40,Male,United-States,Husband,0
29637,27,Male,United-States,Not-in-family,0
22209,26,Male,United-States,Own-child,0
22125,40,Female,United-States,Unmarried,1
32160,23,Female,United-States,Own-child,1
6821,44,Male,United-States,Not-in-family,0
2476,21,Male,United-States,Not-in-family,0
26545,32,Male,Iran,Husband,0
17639,51,Female,United-States,Unmarried,0
13677,70,Male,United-States,Husband,0
19879,31,Female,United-States,Not-in-family,1
13559,25,Female,United-States,Not-in-family,1
6580,33,Male,Germany,Husband,1
1872,31,Male,United-States,Husband,1
28300,40,Male,United-States,Husband,0
22378,44,Male,United-States,Husband,0
11021,52,Male,United-States,Husband,0
2464,69,Male,United-States,Husband,0
14163,26,Female,United-States,Not-in-family,0
10013,70,Female,United-States,Unmarried,0
20055,50,Male,United-States,Husband,0
22413,55,Male,United-States,Husband,0
3979,48,Male,United-States,Not-in-family,1
10748,35,Male,United-States,Husband,1
30392,19,Male,United-States,Own-child,1
5598,24,Male,United-States,Own-child,0
8950,27,Female,United-States,Not-in-family,1
1427,39,Female,United-States,Wife,0
8344,27,Female,United-States,Unmarried,0
5837,30,Male,United-States,Not-in-family,1
27844,61,Male,United-States,Husband,0
17249,32,Male,United-States,Not-in-family,1
6455,55,Male,United-States,Husband,0
16278,27,Female,United-States,Not-in-family,0
8442,47,Male,United-States,Not-in-family,0
13719,24,Female,United-States,Own-child,0
19690,38,Female,United-States,Wife,0
186,41,Female,United-States,Not-in-family,1
25196,45,Male,United-States,Unmarried,1
210,44,Male,United-States,Husband,0
11607,38,Male,United-States,Own-child,0
3662,37,Male,United-States,Not-in-family,0
21607,25,Male,United-States,Not-in-family,1
28547,28,Female,United-States,Not-in-family,1
4328,30,Male,United-States,Own-child,1
25659,52,Male,United-States,Not-in-family,0
8165,42,Female,Scotland,Unmarried,1
26501,52,Male,El-Salvador,Husband,1
14491,61,Male,United-States,Husband,0
1227,42,Male,United-States,Husband,0
23765,36,Male,United-States,Not-in-family,0
22646,23,Male,United-States,Not-in-family,0
27795,84,Male,United-States,Husband,0
2714,24,Male,United-States,Own-child,1
24490,42,Male,United-States,Husband,0
17100,40,Male,United-States,Own-child,1
7109,34,Female,United-States,Husband,0
29665,35,Male,United-States,Husband,1
4002,28,Female,United-States,Own-child,1
18364,30,Male,United-States,Husband,1
3448,50,Male,El-Salvador,Husband,0
29754,48,Female,United-States,Not-in-family,1
3707,41,Male,United-States,Husband,0
1506,58,Male,United-States,Husband,1
27909,27,Male,United-States,Husband,1
6366,59,Male,United-States,Not-in-family,0
32266,47,Male,United-States,Husband,0
8471,38,Male,United-States,Husband,0
9464,55,Female,United-States,Wife,1
12922,27,Male,United-States,Not-in-family,0
7682,31,Male,United-States,Husband,0
9250,26,Male,United-States,Own-child,0
17580,40,Male,United-States,Husband,1
12252,44,Male,United-States,Husband,1
27054,28,Female,United-States,Own-child,0
10600,33,Male,United-States,Husband,0
27346,41,Male,United-States,Husband,1
23294,63,Male,United-States,Not-in-family,0
1436,28,Male,Mexico,Not-in-family,1
24479,35,Male,United-States,Not-in-family,0
23002,38,Male,United-States,Husband,0
10387,42,Male,United-States,Husband,0
17672,59,Male,United-States,Husband,0
17891,22,Female,United-States,Not-in-family,0
6888,17,Male,United-States,Own-child,0
18216,54,Male,United-States,Husband,0
27183,32,Male,United-States,Own-child,1
28459,29,Female,United-States,Unmarried,0
29247,61,Male,United-States,Husband,1
7481,83,Male,United-States,Not-in-family,0
1331,20,Female,United-States,Not-in-family,0
6872,52,Male,United-States,Husband,1
8304,40,Male,United-States,Not-in-family,0
345,43,Male,United-States,Not-in-family,0
9697,28,Male,United-States,Own-child,1
11746,44,Female,United-States,Not-in-family,0
28327,36,Male,United-States,Husband,0
29830,55,Male,United-States,Husband,0
8879,34,Male,United-States,Husband,0
19493,23,Female,United-States,Not-in-family,1
11223,50,Male,United-States,Husband,1
12530,39,Female,United-States,Own-child,0
23366,53,Male,United-States,Husband,0
27548,19,Male,United-States,Not-in-family,0
6020,57,Male,United-States,Own-child,1
16025,38,Male,United-States,Husband,0
30883,51,Female,United-States,Unmarried,1
4136,44,Male,United-States,Husband,1
31929,43,Male,United-States,Husband,1
21357,41,Male,United-States,Husband,1
9347,59,Female,Cuba,Wife,1
4229,41,Female,United-States,Wife,0
12222,34,Male,United-States,Husband,1
29149,27,Male,United-States,Husband,1
5121,50,Male,United-States,Husband,0
196,36,Male,United-States,Not-in-family,0
14969,59,Male,United-States,Husband,0
751,22,Male,United-States,Unmarried,1
1993,50,Male,United-States,Unmarried,1
24707,49,Female,United-States,Unmarried,1
26458,60,Male,United-States,Husband,0
11125,42,Female,United-States,Unmarried,0
15266,18,Male,United-States,Own-child,0
20895,22,Female,United-States,Own-child,0
28961,37,Male,United-States,Husband,0
23190,51,Male,United-States,Husband,1
4902,47,Male,United-States,Husband,0
27428,55,Male,United-States,Husband,1
11101,67,Male,United-States,Husband,1
30082,62,Female,United-States,Not-in-family,1
21402,62,Male,United-States,Not-in-family,0
8757,22,Female,United-States,Own-child,0
2102,30,Female,United-States,Unmarried,1
26742,49,Male,United-States,Husband,1
272,50,Male,United-States,Husband,1
28100,58,Male,United-States,Husband,0
17678,46,Female,United-States,Not-in-family,0
15704,25,Female,United-States,Not-in-family,1
10520,26,Female,United-States,Unmarried,0
9673,49,Male,United-States,Husband,1
28197,40,Male,Germany,Husband,0
11682,56,Female,United-States,Wife,0
15672,60,Male,?,Not-in-family,0
6346,21,Male,United-States,Own-child,0
16167,47,Male,United-States,Husband,1
22826,21,Male,United-States,Other-relative,1
21112,32,Male,United-States,Not-in-family,1
7277,37,Male,United-States,Husband,0
16321,58,Female,United-States,Not-in-family,0
4535,48,Male,United-States,Husband,1
8764,53,Male,United-States,Husband,1
1750,40,Female,United-States,Not-in-family,1
13036,40,Male,United-States,Not-in-family,1
2613,19,Male,United-States,Other-relative,1
23659,38,Male,United-States,Husband,0
25499,27,Male,United-States,Husband,0
9163,41,Female,United-States,Not-in-family,0
20811,26,Male,United-States,Own-child,1
12072,37,Female,United-States,Unmarried,1
19529,38,Male,United-States,Husband,1
31465,48,Female,United-States,Unmarried,1
31739,36,Female,United-States,Not-in-family,0
24452,33,Female,United-States,Wife,0
28048,27,Female,United-States,Unmarried,1
2871,47,Male,United-States,Husband,1
31603,36,Male,United-States,Own-child,1
2425,34,Male,United-States,Husband,0
30302,28,Male,?,Husband,1
3259,45,Female,United-States,Unmarried,1
28364,54,Male,United-States,Husband,1
2867,56,Female,United-States,Unmarried,0
24581,35,Male,United-States,Own-child,0
22180,44,Male,United-States,Husband,1
3725,18,Male,United-States,Own-child,0
26691,51,Male,United-States,Husband,1
21680,28,Male,France,Husband,1
17208,44,Male,United-States,Husband,1
388,19,Female,United-States,Own-child,0
23208,24,Male,United-States,Not-in-family,0
14386,58,Female,United-States,Not-in-family,0
5495,26,Female,United-States,Not-in-family,1
17789,42,Male,United-States,Husband,0
21655,24,Male,United-States,Own-child,0
12016,45,Male,United-States,Husband,0
5604,23,Male,Philippines,Other-relative,0
22394,36,Male,United-States,Husband,1
28025,26,Male,United-States,Other-relative,0
32483,27,Female,United-States,Not-in-family,0
22391,38,Male,Portugal,Husband,1
24037,39,Male,United-States,Husband,1
23367,28,Female,United-States,Own-child,1
9455,23,Male,United-States,Own-child,1
26682,20,Female,United-States,Not-in-family,1
22920,24,Male,United-States,Own-child,1
16057,32,Male,United-States,Own-child,1
8629,53,Female,United-States,Not-in-family,0
25623,58,Male,United-States,Husband,0
28622,57,Male,United-States,Husband,0
9433,55,Female,United-States,Not-in-family,0
32503,47,Male,United-States,Husband,0
20487,46,Male,United-States,Not-in-family,1
27604,46,Male,United-States,Husband,0
23518,41,Female,United-States,Wife,1
15363,32,Male,United-States,Other-relative,1
15621,41,Male,United-States,Husband,0
27624,35,Male,United-States,Own-child,1
27035,35,Female,United-States,Wife,1
13562,35,Male,United-States,Own-child,1
9000,58,Male,United-States,Husband,0
5217,36,Female,United-States,Not-in-family,1
19880,28,Female,United-States,Unmarried,1
8966,43,Male,United-States,Husband,0
29623,51,Male,United-States,Unmarried,0
3927,53,Male,United-States,Husband,1
25949,46,Female,Ireland,Not-in-family,0
11798,59,Male,United-States,Husband,0
15752,39,Male,United-States,Husband,0
21566,44,Male,United-States,Husband,1
20828,57,Male,United-States,Husband,0
18732,36,Female,United-States,Not-in-family,1
23183,39,Male,United-States,Husband,0
12076,34,Male,United-States,Husband,1
20964,49,Male,United-States,Husband,1
23035,40,Male,United-States,Not-in-family,1
31120,39,Male,United-States,Husband,0
10169,20,Female,United-States,Own-child,1
25429,50,Male,United-States,Husband,0
19794,32,Male,United-States,Husband,1
19565,28,Male,United-States,Not-in-family,0
19815,45,Male,United-States,Unmarried,0
8568,45,Male,United-States,Husband,1
11367,43,Female,United-States,Not-in-family,1
32027,46,Female,United-States,Not-in-family,0
29438,30,Male,United-States,Own-child,0
13072,18,Male,United-States,Own-child,1
4667,17,Male,United-States,Own-child,1
20109,44,Male,United-States,Not-in-family,1
5339,20,Female,United-States,Not-in-family,1
2893,21,Female,United-States,Not-in-family,0
17624,25,Male,United-States,Not-in-family,0
10927,54,Male,United-States,Husband,0
5619,32,Male,Ireland,Husband,1
21037,54,Male,United-States,Husband,1
13193,66,Male,United-States,Husband,1
6868,32,Female,United-States,Unmarried,0
2678,31,Female,United-States,Not-in-family,0
1384,37,Male,United-States,Husband,1
22319,37,Male,United-States,Husband,1
762,34,Male,Portugal,Unmarried,0
24457,39,Male,?,Husband,0
14403,40,Male,United-States,Own-child,1
27461,65,Male,United-States,Husband,1
16181,60,Male,United-States,Husband,0
31617,28,Male,United-States,Not-in-family,0
19943,59,Male,United-States,Husband,1
26686,25,Female,United-States,Not-in-family,0
