target_id,known_values,qid_filter_values,refine_values,qid_exposed_values,qid_equivalence_class_size,stage1_equivalence_class_size,reduced_equivalence_class_size,stage2_equivalence_class_size,equivalence_class_size,equivalence_class_reduction,equivalence_class_reduction_rate,true_record_in_qid_class,true_record_in_reduced_class,unique_reidentified,false_unique_match,true_sensitive_value,predicted_sensitive_top_value,predicted_sensitive_top_probability,true_sensitive_probability,sensitive_value_certain,n_distinct_sensitive_values,sensitive_distribution_json
3684,age=46 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=46 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,318,318,318,28831,0.989091,True,True,False,False,<=50K,>50K,0.597484,0.402516,False,2,"{"">50K"": 0.597484, ""<=50K"": 0.402516}"
3381,age=32 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=32 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,306,306,306,28843,0.989502,True,True,False,False,>50K,<=50K,0.614379,0.385621,False,2,"{""<=50K"": 0.614379, "">50K"": 0.385621}"
21390,age=54 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=54 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,212,212,212,28937,0.992727,True,True,False,False,>50K,>50K,0.528302,0.528302,False,2,"{"">50K"": 0.528302, ""<=50K"": 0.471698}"
29168,age=39 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=39 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,317,317,317,28832,0.989125,True,True,False,False,>50K,<=50K,0.526814,0.473186,False,2,"{""<=50K"": 0.526814, "">50K"": 0.473186}"
14874,age=29 | sex=Female | native-country=United-States | relationship=Wife | capital-loss=0,native-country=United-States,age=29 | sex=Female | relationship=Wife | capital-loss=0,native-country=North-America,29149,29149,36,36,36,29113,0.998765,True,True,False,False,>50K,<=50K,0.583333,0.416667,False,2,"{""<=50K"": 0.583333, "">50K"": 0.416667}"
10501,age=21 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=21 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,214,214,214,28935,0.992658,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
16021,age=22 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=22 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,98,98,98,29051,0.996638,True,True,False,False,<=50K,<=50K,0.979592,0.979592,False,2,"{""<=50K"": 0.979592, "">50K"": 0.020408}"
20133,age=21 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=21 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,79,79,79,29070,0.99729,True,True,False,False,<=50K,<=50K,0.987342,0.987342,False,2,"{""<=50K"": 0.987342, "">50K"": 0.012658}"
10949,age=21 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=21 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,214,214,214,28935,0.992658,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
12052,age=70 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=70 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,6,6,6,29143,0.999794,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
16433,age=43 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=43 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,345,345,345,28804,0.988164,True,True,False,False,<=50K,<=50K,0.533333,0.533333,False,2,"{""<=50K"": 0.533333, "">50K"": 0.466667}"
11070,age=29 | sex=Female | native-country=United-States | relationship=Wife | capital-loss=0,native-country=United-States,age=29 | sex=Female | relationship=Wife | capital-loss=0,native-country=North-America,29149,29149,36,36,36,29113,0.998765,True,True,False,False,>50K,<=50K,0.583333,0.416667,False,2,"{""<=50K"": 0.583333, "">50K"": 0.416667}"
26283,age=50 | sex=Male | native-country=United-States | relationship=Unmarried | capital-loss=1408,native-country=United-States,age=50 | sex=Male | relationship=Unmarried | capital-loss=1408,native-country=North-America,29149,29149,1,1,1,29148,0.999966,True,True,True,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
14159,age=90 | sex=Male | native-country=Philippines | relationship=Husband | capital-loss=0,native-country=Philippines,age=90 | sex=Male | relationship=Husband | capital-loss=0,native-country=Southeast-Asia,293,293,1,1,1,292,0.996587,True,True,True,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
1230,age=46 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=1902,native-country=United-States,age=46 | sex=Male | relationship=Husband | capital-loss=1902,native-country=North-America,29149,29149,12,12,12,29137,0.999588,True,True,False,False,>50K,>50K,0.833333,0.833333,False,2,"{"">50K"": 0.833333, ""<=50K"": 0.166667}"
9947,age=25 | sex=Male | native-country=United-States | relationship=Other-relative | capital-loss=0,native-country=United-States,age=25 | sex=Male | relationship=Other-relative | capital-loss=0,native-country=North-America,29149,29149,21,21,21,29128,0.99928,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
2488,age=52 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=52 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,237,237,237,28912,0.991869,True,True,False,False,<=50K,>50K,0.552743,0.447257,False,2,"{"">50K"": 0.552743, ""<=50K"": 0.447257}"
11472,age=34 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=34 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,339,339,339,28810,0.98837,True,True,False,False,>50K,<=50K,0.551622,0.448378,False,2,"{""<=50K"": 0.551622, "">50K"": 0.448378}"
788,age=59 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=59 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,177,177,177,28972,0.993928,True,True,False,False,<=50K,<=50K,0.502825,0.502825,False,2,"{""<=50K"": 0.502825, "">50K"": 0.497175}"
25768,age=19 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=19 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,221,221,221,28928,0.992418,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
6533,age=35 | sex=Male | native-country=? | relationship=Not-in-family | capital-loss=0,native-country=?,age=35 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=Unknown,496,496,4,4,4,492,0.991935,True,True,False,False,>50K,<=50K,0.5,0.5,False,2,"{""<=50K"": 0.5, "">50K"": 0.5}"
10915,age=56 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=56 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,174,174,174,28975,0.994031,True,True,False,False,<=50K,<=50K,0.522989,0.522989,False,2,"{""<=50K"": 0.522989, "">50K"": 0.477011}"
5192,age=32 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=32 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,306,306,306,28843,0.989502,True,True,False,False,>50K,<=50K,0.614379,0.385621,False,2,"{""<=50K"": 0.614379, "">50K"": 0.385621}"
19181,age=28 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=28 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,110,110,110,29039,0.996226,True,True,False,False,<=50K,<=50K,0.963636,0.963636,False,2,"{""<=50K"": 0.963636, "">50K"": 0.036364}"
27715,age=19 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=19 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,46,46,46,29103,0.998422,True,True,False,False,<=50K,<=50K,0.978261,0.978261,False,2,"{""<=50K"": 0.978261, "">50K"": 0.021739}"
26519,age=31 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=31 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,292,292,292,28857,0.989983,True,True,False,False,<=50K,<=50K,0.643836,0.643836,False,2,"{""<=50K"": 0.643836, "">50K"": 0.356164}"
27641,age=41 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=41 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,327,327,327,28822,0.988782,True,True,False,False,>50K,>50K,0.525994,0.525994,False,2,"{"">50K"": 0.525994, ""<=50K"": 0.474006}"
26690,age=48 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=48 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,247,247,247,28902,0.991526,True,True,False,False,<=50K,>50K,0.554656,0.445344,False,2,"{"">50K"": 0.554656, ""<=50K"": 0.445344}"
19414,age=34 | sex=Male | native-country=? | relationship=Husband | capital-loss=0,native-country=?,age=34 | sex=Male | relationship=Husband | capital-loss=0,native-country=Unknown,496,496,11,11,11,485,0.977823,True,True,False,False,>50K,<=50K,0.545455,0.454545,False,2,"{""<=50K"": 0.545455, "">50K"": 0.454545}"
4031,age=36 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=1977,native-country=United-States,age=36 | sex=Male | relationship=Husband | capital-loss=1977,native-country=North-America,29149,29149,8,8,8,29141,0.999726,True,True,False,False,>50K,>50K,1.0,1.0,True,1,"{"">50K"": 1.0}"
20998,age=38 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=38 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,368,368,368,28781,0.987375,True,True,False,False,<=50K,>50K,0.519022,0.480978,False,2,"{"">50K"": 0.519022, ""<=50K"": 0.480978}"
18165,age=18 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=18 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,226,226,226,28923,0.992247,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
26474,age=30 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=30 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,67,67,67,29082,0.997701,True,True,False,False,<=50K,<=50K,0.970149,0.970149,False,2,"{""<=50K"": 0.970149, "">50K"": 0.029851}"
546,age=58 | sex=Female | native-country=United-States | relationship=Wife | capital-loss=0,native-country=United-States,age=58 | sex=Female | relationship=Wife | capital-loss=0,native-country=North-America,29149,29149,20,20,20,29129,0.999314,True,True,False,False,<=50K,<=50K,0.5,0.5,False,2,"{""<=50K"": 0.5, "">50K"": 0.5}"
25705,age=22 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=22 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,44,44,44,29105,0.998491,True,True,False,False,<=50K,<=50K,0.931818,0.931818,False,2,"{""<=50K"": 0.931818, "">50K"": 0.068182}"
28818,age=35 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=35 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,23,23,23,29126,0.999211,True,True,False,False,<=50K,<=50K,0.956522,0.956522,False,2,"{""<=50K"": 0.956522, "">50K"": 0.043478}"
11249,age=35 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=35 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,342,342,342,28807,0.988267,True,True,False,False,<=50K,<=50K,0.654971,0.654971,False,2,"{""<=50K"": 0.654971, "">50K"": 0.345029}"
28009,age=62 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=62 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,47,47,47,29102,0.998388,True,True,False,False,<=50K,<=50K,0.93617,0.93617,False,2,"{""<=50K"": 0.93617, "">50K"": 0.06383}"
11760,age=35 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=1977,native-country=United-States,age=35 | sex=Male | relationship=Husband | capital-loss=1977,native-country=North-America,29149,29149,2,2,2,29147,0.999931,True,True,False,False,>50K,>50K,1.0,1.0,True,1,"{"">50K"": 1.0}"
221,age=64 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=64 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,15,15,15,29134,0.999485,True,True,False,False,<=50K,<=50K,0.733333,0.733333,False,2,"{""<=50K"": 0.733333, "">50K"": 0.266667}"
30120,age=44 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=44 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,72,72,72,29077,0.99753,True,True,False,False,<=50K,<=50K,0.972222,0.972222,False,2,"{""<=50K"": 0.972222, "">50K"": 0.027778}"
13700,age=31 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=31 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,66,66,66,29083,0.997736,True,True,False,False,<=50K,<=50K,0.969697,0.969697,False,2,"{""<=50K"": 0.969697, "">50K"": 0.030303}"
15230,age=54 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=54 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,212,212,212,28937,0.992727,True,True,False,False,>50K,>50K,0.528302,0.528302,False,2,"{"">50K"": 0.528302, ""<=50K"": 0.471698}"
2260,age=25 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=25 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,128,128,128,29021,0.995609,True,True,False,False,<=50K,<=50K,0.984375,0.984375,False,2,"{""<=50K"": 0.984375, "">50K"": 0.015625}"
16550,age=28 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=28 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,110,110,110,29039,0.996226,True,True,False,False,<=50K,<=50K,0.963636,0.963636,False,2,"{""<=50K"": 0.963636, "">50K"": 0.036364}"
19135,age=19 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=19 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,239,239,239,28910,0.991801,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
26321,age=35 | sex=Male | native-country=India | relationship=Husband | capital-loss=0,native-country=India,age=35 | sex=Male | relationship=Husband | capital-loss=0,native-country=South-Asia,78,78,3,3,3,75,0.961538,True,True,False,False,<=50K,<=50K,0.666667,0.666667,False,2,"{""<=50K"": 0.666667, "">50K"": 0.333333}"
30451,age=47 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=47 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,334,334,334,28815,0.988542,True,True,False,False,>50K,>50K,0.586826,0.586826,False,2,"{"">50K"": 0.586826, ""<=50K"": 0.413174}"
13528,age=48 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=48 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,247,247,247,28902,0.991526,True,True,False,False,>50K,>50K,0.554656,0.554656,False,2,"{"">50K"": 0.554656, ""<=50K"": 0.445344}"
32031,age=35 | sex=Male | native-country=Mexico | relationship=Husband | capital-loss=0,native-country=Mexico,age=35 | sex=Male | relationship=Husband | capital-loss=0,native-country=Central-America,573,573,9,9,9,564,0.984293,True,True,False,False,<=50K,<=50K,0.888889,0.888889,False,2,"{""<=50K"": 0.888889, "">50K"": 0.111111}"
7792,age=37 | sex=Male | native-country=Japan | relationship=Husband | capital-loss=0,native-country=Japan,age=37 | sex=Male | relationship=Husband | capital-loss=0,native-country=East-Asia,249,249,3,3,3,246,0.987952,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
12130,age=55 | sex=Male | native-country=Mexico | relationship=Husband | capital-loss=0,native-country=Mexico,age=55 | sex=Male | relationship=Husband | capital-loss=0,native-country=Central-America,573,573,3,3,3,570,0.994764,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
2689,age=22 | sex=Female | native-country=United-States | relationship=Other-relative | capital-loss=0,native-country=United-States,age=22 | sex=Female | relationship=Other-relative | capital-loss=0,native-country=North-America,29149,29149,11,11,11,29138,0.999623,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
10841,age=50 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=50 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,310,310,310,28839,0.989365,True,True,False,False,<=50K,>50K,0.570968,0.429032,False,2,"{"">50K"": 0.570968, ""<=50K"": 0.429032}"
23423,age=30 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=30 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,273,273,273,28876,0.990634,True,True,False,False,>50K,<=50K,0.648352,0.351648,False,2,"{""<=50K"": 0.648352, "">50K"": 0.351648}"
9150,age=47 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=47 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,334,334,334,28815,0.988542,True,True,False,False,>50K,>50K,0.586826,0.586826,False,2,"{"">50K"": 0.586826, ""<=50K"": 0.413174}"
13902,age=22 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=22 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,44,44,44,29105,0.998491,True,True,False,False,<=50K,<=50K,0.931818,0.931818,False,2,"{""<=50K"": 0.931818, "">50K"": 0.068182}"
470,age=60 | sex=Male | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=60 | sex=Male | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,5,5,5,29144,0.999828,True,True,False,False,>50K,>50K,0.6,0.6,False,2,"{"">50K"": 0.6, ""<=50K"": 0.4}"
11044,age=47 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=47 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,334,334,334,28815,0.988542,True,True,False,False,>50K,>50K,0.586826,0.586826,False,2,"{"">50K"": 0.586826, ""<=50K"": 0.413174}"
5025,age=57 | sex=Male | native-country=Cuba | relationship=Husband | capital-loss=0,native-country=Cuba,age=57 | sex=Male | relationship=Husband | capital-loss=0,native-country=Caribbean,201,201,3,3,3,198,0.985075,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
19649,age=19 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=19 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,11,11,11,29138,0.999623,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
11364,age=44 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=44 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,75,75,75,29074,0.997427,True,True,False,False,<=50K,<=50K,0.8,0.8,False,2,"{""<=50K"": 0.8, "">50K"": 0.2}"
28185,age=32 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=32 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,306,306,306,28843,0.989502,True,True,False,False,>50K,<=50K,0.614379,0.385621,False,2,"{""<=50K"": 0.614379, "">50K"": 0.385621}"
3497,age=35 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=35 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,342,342,342,28807,0.988267,True,True,False,False,>50K,<=50K,0.654971,0.345029,False,2,"{""<=50K"": 0.654971, "">50K"": 0.345029}"
6350,age=37 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=37 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,80,80,80,29069,0.997255,True,True,False,False,<=50K,<=50K,0.9625,0.9625,False,2,"{""<=50K"": 0.9625, "">50K"": 0.0375}"
25300,age=57 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=57 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,4,4,4,29145,0.999863,True,True,False,False,<=50K,<=50K,0.75,0.75,False,2,"{""<=50K"": 0.75, "">50K"": 0.25}"
1356,age=40 | sex=Male | native-country=United-States | relationship=Other-relative | capital-loss=0,native-country=United-States,age=40 | sex=Male | relationship=Other-relative | capital-loss=0,native-country=North-America,29149,29149,10,10,10,29139,0.999657,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
12577,age=28 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=28 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,135,135,135,29014,0.995369,True,True,False,False,<=50K,<=50K,0.903704,0.903704,False,2,"{""<=50K"": 0.903704, "">50K"": 0.096296}"
24624,age=40 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=40 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,76,76,76,29073,0.997393,True,True,False,False,<=50K,<=50K,0.986842,0.986842,False,2,"{""<=50K"": 0.986842, "">50K"": 0.013158}"
12445,age=46 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=46 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,318,318,318,28831,0.989091,True,True,False,False,>50K,>50K,0.597484,0.597484,False,2,"{"">50K"": 0.597484, ""<=50K"": 0.402516}"
11612,age=47 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=47 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,334,334,334,28815,0.988542,True,True,False,False,>50K,>50K,0.586826,0.586826,False,2,"{"">50K"": 0.586826, ""<=50K"": 0.413174}"
4334,age=41 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=41 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,327,327,327,28822,0.988782,True,True,False,False,<=50K,>50K,0.525994,0.474006,False,2,"{"">50K"": 0.525994, ""<=50K"": 0.474006}"
12027,age=31 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=31 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,292,292,292,28857,0.989983,True,True,False,False,<=50K,<=50K,0.643836,0.643836,False,2,"{""<=50K"": 0.643836, "">50K"": 0.356164}"
3398,age=34 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=34 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,339,339,339,28810,0.98837,True,True,False,False,>50K,<=50K,0.551622,0.448378,False,2,"{""<=50K"": 0.551622, "">50K"": 0.448378}"
1961,age=51 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=51 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,307,307,307,28842,0.989468,True,True,False,False,>50K,>50K,0.534202,0.534202,False,2,"{"">50K"": 0.534202, ""<=50K"": 0.465798}"
24977,age=23 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=23 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,66,66,66,29083,0.997736,True,True,False,False,<=50K,<=50K,0.939394,0.939394,False,2,"{""<=50K"": 0.939394, "">50K"": 0.060606}"
18388,age=36 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=36 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,88,88,88,29061,0.996981,True,True,False,False,<=50K,<=50K,0.988636,0.988636,False,2,"{""<=50K"": 0.988636, "">50K"": 0.011364}"
13210,age=77 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=77 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,15,15,15,29134,0.999485,True,True,False,False,>50K,<=50K,0.733333,0.266667,False,2,"{""<=50K"": 0.733333, "">50K"": 0.266667}"
14760,age=36 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=36 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,346,346,346,28803,0.98813,True,True,False,False,>50K,<=50K,0.552023,0.447977,False,2,"{""<=50K"": 0.552023, "">50K"": 0.447977}"
15543,age=59 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=59 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,177,177,177,28972,0.993928,True,True,False,False,>50K,<=50K,0.502825,0.497175,False,2,"{""<=50K"": 0.502825, "">50K"": 0.497175}"
17815,age=43 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=43 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,345,345,345,28804,0.988164,True,True,False,False,<=50K,<=50K,0.533333,0.533333,False,2,"{""<=50K"": 0.533333, "">50K"": 0.466667}"
6983,age=26 | sex=Male | native-country=United-States | relationship=Other-relative | capital-loss=0,native-country=United-States,age=26 | sex=Male | relationship=Other-relative | capital-loss=0,native-country=North-America,29149,29149,22,22,22,29127,0.999245,True,True,False,False,<=50K,<=50K,0.954545,0.954545,False,2,"{""<=50K"": 0.954545, "">50K"": 0.045455}"
1601,age=57 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=57 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,44,44,44,29105,0.998491,True,True,False,False,<=50K,<=50K,0.909091,0.909091,False,2,"{""<=50K"": 0.909091, "">50K"": 0.090909}"
26612,age=62 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=62 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,15,15,15,29134,0.999485,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
11846,age=25 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=25 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,132,132,132,29017,0.995472,True,True,False,False,<=50K,<=50K,0.818182,0.818182,False,2,"{""<=50K"": 0.818182, "">50K"": 0.181818}"
25487,age=33 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=33 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,317,317,317,28832,0.989125,True,True,False,False,<=50K,<=50K,0.643533,0.643533,False,2,"{""<=50K"": 0.643533, "">50K"": 0.356467}"
